Repair_ID,Property_ID,Repair_Category,Priority,Reported_Date,Completed_Date,Resolution_Days,Repair_Cost,Satisfaction_Score
REP002144,P0322,Security,Emergency,2024-10-06,2024-10-07,1,220.0,7.0
REP002145,P1023,Plumbing,Emergency,2024-03-17,2024-03-17,-1,698.35,7.9
REP002146,P0716,Security,Urgent,16/04/2024,2024-04-20,4,482.8,7.0
REP002147,P1021,Plumbing,Routine,04/10/2021,2021-10-13,9,243.55,8.2
REP002148,P0190,Roofing,Routine,2025-01-12,2025-01-24,12,916.32,7.0
REP002149,P0231,Security,Urgent,2018-08-02,2018-08-08,6,357.79,
REP002150,P1129,Plumbing,Routine,2025-06-24,2025-06-29,5,157.83,9.3
REP002151,P0578,Damp & Mould,Routine,2021-08-07,2021-09-03,27,1228.97,3.1
REP002152,P0247,Heating,Urgent,2023-02-10,14/02/2023,4,833.64,6.3
REP002153,P0766,Heating,Urgent,2020-10-16,2020-10-17,1,1087.08,7.7
REP002154,P0421,Security,Urgent,2024-08-18,2024-08-23,5,514.76,6.4
REP002155,P1171,Electrical,Routine,2019-09-01,2019-09-06,5,533.17,8.8
REP002156,P1199,Plumbing,Emergency,2018-04-11,2018-04-15,4,211.06,6.1
REP002157,P0203,Electrical,Emergency,2023-04-15,2023-04-16,1,574.92,8.2
REP002158,P1346,Heating,Routine,2023-12-28,2024-01-03,6,259.48,8.6
REP002159,P1095,Heating,Routine,19/01/2018,28/01/2018,9,585.37,6.5
REP002160,P1006,Damp & Mould,Urgent,,2019-11-17,26,1172.23,3.2
REP002161,P1332,Damp & Mould,Urgent,2022-02-24,2022-03-11,15,1413.28,3.1
REP002162,P0877,Plumbing,Routine,2021-07-25,28/07/2021,3,206.66,6.6
REP002163,P1223,Plumbing,Routine,2018-03-14,2018-03-21,7,582.91,8.7
REP002164,P0331,Heating,Urgent,2019-12-26,2020-01-02,7,706.53,7.6
REP002165,P0220,Heating,Emergency,2020-06-05,2020-06-07,2,1034.59,9.2
REP002166,P1078,Security,Routine,21/02/2018,22/02/2018,1,409.45,8.8
REP002167,P0195,Damp & Mould,Emergency,2022-06-06,2022-06-12,6,686.32,3.3
REP002168,P1034,Heating,Routine,2019-12-03,2019-12-09,6,800.95,7.2
REP002169,P1032,Electrical,Routine,2023-01-17,2023-01-20,3,174.45,7.7
REP002170,P0583,Electrical,Urgent,2019-10-03,2019-10-04,1,199.14,7.9
REP002171,P0839,Heating,Routine,11/12/2022,2022-12-14,3,891.56,8.6
REP002172,P1265,Damp & Mould,Urgent,2021-11-07,23/11/2021,16,1625.62,5.2
REP002173,P0773,Security,Urgent,2018-11-21,2018-11-25,4,309.03,7.9
REP002174,P0048,Plumbing,Urgent,2025-07-14,2025-07-17,3,666.18,9.3
REP002175,P0043,Electrical,Routine,2023-04-18,26/04/2023,8,455.53,
REP002176,P1150,Heating,Emergency,2018-01-27,2018-01-31,4,733.38,8.6
REP002177,P0627,Heating,Routine,2020-02-13,2020-02-17,4,688.67,9.4
REP002178,P0478,Heating,Routine,2022-02-11,2022-02-20,9,611.23,7.6
REP002179,P1265,Electrical,Routine,2024-02-26,2024-03-03,6,257.78,9.2
REP002180,P1108,Electrical,Routine,23/11/2025,2025-11-26,3,426.03,7.6
REP002181,P0100,Roofing,Emergency,06/07/2018,2018-07-13,7,903.54,7.4
REP002182,P1059,Plumbing,Routine,2020-06-24,2020-07-02,8,447.47,7.6
REP002183,P1350,Heating,Routine,2020-01-27,2020-01-30,3,821.76,9.5
REP002184,P0470,Damp & Mould,Routine,2023-04-26,2023-05-15,19,943.88,5.1
REP002185,P0764,Damp & Mould,Urgent,2020-04-03,2020-04-18,15,1499.07,4.1
REP002186,P0107,Heating,Urgent,2018-11-16,2018-11-21,5,658.07,6.5
REP002187,P0221,Security,Routine,2024-03-02,2024-03-06,4,254.42,7.3
REP002188,P1496,Roofing,Urgent,2025-03-12,2025-03-18,6,897.12,7.2
REP002189,P1451,Plumbing,Routine,2020-11-07,2020-11-10,3,166.32,8.2
REP002190,P0468,Heating,Urgent,,2018-10-27,4,821.64,7.4
REP002191,P1045,Roofing,Routine,2025-07-01,2025-07-14,13,1043.94,6.2
REP002192,P1249,Damp & Mould,Routine,2020-07-09,2020-07-22,13,695.6,4.2
REP002193,P0686,Damp & Mould,Routine,17/01/2019,2019-02-14,28,819.46,2.9
REP002194,P1104,Plumbing,Routine,2020-01-01,12/01/2020,11,390.36,
REP002195,P1219,Electrical,Routine,2025-11-05,2025-11-08,3,597.07,6.8
REP002196,P0782,Heating,Urgent,2024-12-09,2024-12-14,5,1035.13,6.4
REP002197,P0370,Roofing,Emergency,2018-07-17,2018-07-22,5,849.72,
REP002198,P1187,Damp & Mould,Emergency,2025-05-19,2025-05-28,9,1862.45,3.3
REP002199,P0913,Plumbing,Routine,12/06/2019,2019-06-23,11,504.73,8.4
REP002200,P1273,Heating,Routine,06/11/2021,2021-11-15,9,482.53,8.7
REP002201,P1318,Heating,Routine,2021-12-14,2021-12-22,8,429.15,8.1
REP002202,P0572,Heating,Urgent,04/08/2023,2023-08-10,6,791.64,7.9
REP002203,P0087,Plumbing,Routine,2020-09-03,2020-09-12,9,353.1,9.4
REP002204,P1149,Damp & Mould,Urgent,16/05/2020,2020-05-26,10,1249.38,4.5
REP002205,P0962,Security,Urgent,2018-08-08,2018-08-09,1,439.41,6.5
REP002206,P0803,Damp & Mould,Routine,2021-03-20,2021-04-20,31,482.68,5.5
REP002207,P0240,Electrical,Routine,2022-09-06,2022-09-11,5,576.44,6.2
REP002208,P0553,Plumbing,Emergency,2018-07-04,2018-07-08,4,383.33,6.3
REP002209,P0010,Security,Urgent,2019-09-12,2019-09-13,1,135.33,6.2
REP002210,P0670,Security,Routine,2019-08-12,2019-08-14,2,405.42,
REP002211,P0922,Electrical,Urgent,16/08/2020,2020-08-17,1,310.18,9.1
REP002212,P0489,Roofing,Urgent,2019-03-27,2019-04-04,8,1146.23,7.0
REP002213,P0517,Heating,Emergency,06/12/2022,2022-12-08,2,1266.78,6.7
REP002214,P0561,Security,Urgent,2025-03-28,2025-03-29,1,494.06,9.0
REP002215,P0325,Electrical,Emergency,2021-03-05,2021-03-06,1,245.52,9.2
REP002216,P0558,Electrical,Emergency,2025-04-01,02/04/2025,1,239.65,8.5
REP002217,P1351,Damp & Mould,Emergency,2020-10-14,2020-10-21,7,1013.43,5.8
REP002218,P1206,Plumbing,Urgent,,2018-02-04,8,553.96,7.0
REP002219,P0639,Plumbing,Routine,2020-10-21,2020-11-02,12,263.03,6.7
REP002220,P1380,Plumbing,Routine,21/11/2025,26/11/2025,5,271.49,9.4
REP002221,P0676,Heating,Emergency,2022-06-13,2022-06-16,3,721.96,6.4
REP002222,P0178,Damp & Mould,Urgent,2021-04-08,2021-04-25,17,1243.57,2.3
REP002223,P0113,Damp & Mould,Urgent,2022-02-03,17/02/2022,14,707.77,5.5
REP002224,P0933,Heating,Routine,2020-11-14,2020-11-16,2,553.44,9.5
REP002225,P0002,Roofing,Emergency,18/05/2024,2024-05-24,6,1309.95,7.1
REP002226,P1280,Electrical,Urgent,2019-02-01,03/02/2019,2,276.34,7.1
REP002227,P0756,Heating,Routine,07/02/2022,2022-02-10,3,812.61,8.6
REP002228,P0413,Damp & Mould,Routine,2024-10-03,2024-10-19,16,958.96,2.7
REP002229,P1370,Roofing,Routine,2023-10-28,2023-11-05,8,1074.76,6.5
REP002230,P0578,Plumbing,Urgent,2020-07-02,03/07/2020,1,407.64,6.7
REP002231,P1270,Electrical,Emergency,07/06/2018,2018-06-08,1,417.79,7.0
REP002232,P0863,Damp & Mould,Emergency,22/01/2019,11/02/2019,20,1473.61,2.5
REP002233,P0194,Heating,Routine,2018-07-02,2018-07-14,12,288.74,8.2
REP002234,P0938,Roofing,Urgent,27/11/2024,04/12/2024,7,921.49,6.7
REP002235,P1295,Plumbing,Emergency,2021-07-11,2021-07-12,1,613.05,8.3
REP002236,P0313,Heating,Routine,2025-06-02,09/06/2025,7,809.6,6.3
REP002237,P0587,Electrical,Routine,,2021-07-03,2,396.66,8.7
REP002238,P0994,Heating,Urgent,2023-08-12,2023-08-19,7,408.26,6.4
REP002239,P0209,Heating,Routine,2020-03-22,28/03/2020,6,877.68,7.2
REP002240,P0291,Electrical,Urgent,2022-03-05,2022-03-10,5,312.3,
REP002241,P0692,Roofing,Urgent,2018-12-25,2019-01-04,10,443.73,7.1
REP002242,P1264,Electrical,Routine,2021-12-19,2021-12-19,0,360.35,7.5
REP002243,P0804,Damp & Mould,Routine,2025-05-24,2025-06-21,28,537.66,2.8
REP002244,P1007,Security,Routine,2024-11-18,2024-11-21,3,223.74,7.5
REP002245,P1308,Security,Urgent,,2020-08-30,3,256.4,6.6
REP002246,P0499,Heating,Routine,2020-01-02,2020-01-04,2,529.37,9.2
REP002247,P0159,Heating,Emergency,14/01/2018,16/01/2018,2,516.07,8.2
REP002248,P0276,Heating,Urgent,2021-11-26,2021-11-27,1,450.07,9.2
REP002249,P0058,Electrical,Emergency,07/06/2019,2019-06-08,1,214.08,7.2
REP002250,P0331,Electrical,Routine,2018-07-07,2018-07-09,2,243.0,7.5
REP002251,P0887,Damp & Mould,Routine,2018-11-28,2018-12-23,25,1339.41,4.6
REP002252,P1332,Damp & Mould,Urgent,2023-03-08,30/03/2023,22,1407.28,2.7
REP002253,P0115,Plumbing,Routine,2023-11-16,2023-11-23,7,521.4,6.7
REP002254,P0397,Security,Routine,2024-01-13,2024-01-14,1,222.42,8.8
REP002255,P0487,Security,Urgent,2018-04-03,2018-04-06,3,330.38,6.9
REP002256,P0687,Electrical,Urgent,2019-10-19,2019-10-23,4,489.89,8.3
REP002257,P1146,Plumbing,Routine,2020-07-21,2020-07-24,3,352.1,8.7
REP002258,P1297,Security,Emergency,2018-07-13,2018-07-13,-1,519.02,9.4
REP002259,P0405,Heating,Urgent,2020-11-09,2020-11-12,3,542.75,8.9
REP002260,P0560,Plumbing,Emergency,2023-03-21,2023-03-25,4,992.64,7.3
REP002261,P0997,Electrical,Routine,21/08/2019,2019-08-22,1,652.1,6.3
REP002262,P0319,Electrical,Routine,2020-03-09,2020-03-16,7,563.95,8.1
REP002263,P0038,Roofing,Routine,2020-02-22,2020-03-12,19,1156.18,5.8
REP002264,P0839,Damp & Mould,Emergency,2023-07-03,2023-07-08,5,1224.0,4.4
REP002265,P0278,Plumbing,Routine,2020-07-04,2020-07-09,5,478.12,7.0
REP002266,P0251,Heating,Routine,2022-11-21,27/11/2022,6,757.21,8.9
REP002267,P0922,Security,Emergency,2019-08-04,2019-08-05,1,704.98,9.4
REP002268,P0597,Heating,Routine,2020-07-21,2020-07-25,4,680.07,7.5
REP002269,P1278,Plumbing,Routine,2020-02-19,01/03/2020,11,204.0,8.2
REP002270,P0461,Heating,Urgent,2025-10-23,2025-10-31,8,322.35,8.6
REP002271,P1346,Security,Emergency,2020-01-13,2020-01-14,1,515.78,7.1
REP002272,P0711,Roofing,Emergency,2020-10-22,2020-11-01,10,1476.46,6.3
REP002273,P1081,Plumbing,Routine,2020-08-07,2020-08-09,2,541.54,9.1
REP002274,P1226,Damp & Mould,Routine,2020-10-05,21/10/2020,16,562.32,1.4
REP002275,P0496,Security,Routine,15/10/2019,2019-10-18,3,243.64,9.3
REP002276,P0718,Electrical,Routine,2024-06-12,2024-06-16,4,136.2,7.5
REP002277,P0277,Roofing,Urgent,20/11/2021,2021-12-07,17,1311.9,7.0
REP002278,P1210,Electrical,Routine,2020-11-28,2020-11-30,2,341.96,9.3
REP002279,P0297,Damp & Mould,Routine,2024-09-20,15/10/2024,25,1347.19,
REP002280,P1175,Heating,Routine,18/08/2021,2021-08-26,8,786.25,6.4
REP002281,P1162,Damp & Mould,Urgent,2021-09-14,2021-09-29,15,1442.97,4.9
REP002282,P0994,Heating,Routine,2018-07-07,15/07/2018,8,296.19,8.3
REP002283,P0222,Heating,Routine,04/02/2022,2022-02-09,5,335.4,7.8
REP002284,P1209,Heating,Emergency,2023-11-19,2023-11-21,2,1012.74,6.8
REP002285,P0565,Roofing,Routine,2019-10-14,2019-10-26,12,731.5,9.0
REP002286,P1397,Security,Urgent,03/09/2018,2018-09-05,2,492.07,8.6
REP002287,P0439,Roofing,Routine,2024-02-10,2024-03-03,22,555.33,6.2
REP002288,P0090,Security,Routine,2024-09-20,2024-09-26,6,155.02,9.3
REP002289,P0764,Plumbing,Routine,07/06/2024,2024-06-20,13,264.02,6.2
REP002290,P0846,Roofing,Urgent,27/10/2022,2022-11-03,7,665.43,6.6
REP002291,P0306,Plumbing,Routine,2020-04-02,2020-04-13,11,459.61,9.1
REP002292,P0216,Security,Routine,2018-02-02,2018-02-04,2,274.36,8.3
REP002293,P1165,Plumbing,Emergency,09/12/2025,2025-12-15,6,345.62,6.5
REP002294,P1210,Damp & Mould,Routine,2025-01-22,2025-02-09,18,444.17,5.6
REP002295,P0928,Electrical,Emergency,2025-05-24,2025-05-24,-4,299.85,8.6
REP002296,P1200,Damp & Mould,Routine,,2025-11-06,11,1210.31,4.6
REP002297,P0750,Damp & Mould,Routine,2021-11-12,2021-12-17,35,427.05,2.7
REP002298,P0836,Roofing,Routine,,2022-04-13,9,990.48,7.4
REP002299,P0483,Security,Routine,2018-12-10,2018-12-13,3,218.21,8.3
REP002300,P1083,Security,Routine,2019-09-16,2019-09-21,5,289.79,6.1
REP002301,P1432,Security,Urgent,2019-02-12,17/02/2019,5,349.26,6.7
REP002302,P0490,Heating,Urgent,2024-04-25,2024-04-28,3,416.69,6.3
REP002303,P0935,Electrical,Routine,2019-02-26,2019-02-27,1,545.68,8.8
REP002304,P0225,Plumbing,Routine,2024-10-15,2024-10-24,9,178.03,7.5
REP002305,P1190,Electrical,Emergency,04/03/2021,05/03/2021,1,694.32,7.2
REP002306,P0039,Electrical,Urgent,2020-08-08,2020-08-09,1,669.23,8.2
REP002307,P1065,Plumbing,Emergency,2025-09-28,2025-09-29,1,858.36,6.1
REP002308,P0976,Roofing,Urgent,2019-05-09,25/05/2019,16,935.94,7.1
REP002309,P1009,Plumbing,Emergency,2020-11-12,2020-11-17,5,1018.65,6.3
REP002310,P0860,Plumbing,Routine,2022-03-04,2022-03-10,6,232.84,
REP002311,P1081,Electrical,Urgent,2023-07-22,26/07/2023,4,254.88,8.5
REP002312,P0864,Roofing,Routine,2020-07-22,2020-08-07,16,450.1,5.2
REP002313,P0579,Damp & Mould,Routine,2019-12-24,2020-01-14,21,738.21,3.3
REP002314,P0787,Heating,Routine,2018-02-13,2018-02-23,10,669.98,8.2
REP002315,P0842,Damp & Mould,Routine,2019-11-09,02/12/2019,23,431.3,3.0
REP002316,P1314,Plumbing,Urgent,2020-07-06,2020-07-10,4,874.22,7.0
REP002317,P0325,Electrical,Urgent,2024-12-06,2024-12-10,4,478.01,7.6
REP002318,P0731,Plumbing,Routine,07/03/2018,2018-03-09,2,294.77,8.6
REP002319,P1075,Plumbing,Routine,24/05/2020,2020-05-26,2,249.18,8.6
REP002320,P0035,Electrical,Urgent,2024-05-10,2024-05-16,6,406.05,7.9
REP002321,P0565,Electrical,Emergency,2022-04-13,2022-04-15,2,245.64,7.5
REP002322,P0875,Damp & Mould,Routine,2024-08-20,2024-09-18,29,1435.93,5.3
REP002323,P0619,Plumbing,Routine,2024-06-24,09/07/2024,15,309.28,6.3
REP002324,P0456,Roofing,Urgent,2025-06-16,2025-06-26,10,525.9,
REP002325,P0972,Roofing,Routine,2022-11-03,2022-11-15,12,271.69,9.2
REP002326,P1464,Heating,Routine,2025-11-10,2025-11-14,4,832.44,8.5
REP002327,P1344,Electrical,Urgent,2023-04-21,23/04/2023,2,362.68,6.6
REP002328,P0803,Plumbing,Routine,2018-10-01,2018-10-05,4,260.29,6.3
REP002329,P0070,Heating,Urgent,2023-01-28,2023-02-02,5,966.7,9.1
REP002330,P0733,Heating,Routine,2022-02-17,2022-02-26,9,659.94,6.9
REP002331,P0687,Damp & Mould,Emergency,2023-05-24,2023-06-02,9,843.34,3.4
REP002332,P1144,Electrical,Routine,2024-07-17,2024-07-17,0,391.57,9.4
REP002333,P1222,Plumbing,Routine,2020-07-12,2020-07-20,8,359.68,7.0
REP002334,P0300,Electrical,Emergency,2019-12-03,2019-12-05,2,743.22,8.4
REP002335,P1306,Plumbing,Urgent,2019-06-26,2019-06-28,2,282.25,8.2
REP002336,P0019,Electrical,Routine,02/01/2024,2024-01-11,9,149.7,9.1
REP002337,P1401,Plumbing,Urgent,2024-12-20,2024-12-22,2,696.56,8.4
REP002338,P0246,Electrical,Routine,11/10/2018,2018-10-11,-2,471.56,9.0
REP002339,P0697,Damp & Mould,Emergency,28/06/2019,2019-07-03,5,999.93,3.6
REP002340,P1279,Damp & Mould,Routine,2025-12-01,30/12/2025,29,1049.91,
REP002341,P1258,Electrical,Urgent,2020-05-25,2020-05-29,4,145.57,6.7
REP002342,P0158,Damp & Mould,Emergency,2023-08-21,2023-08-25,4,2130.66,4.2
REP002343,P0583,Plumbing,Emergency,2021-07-18,2021-07-20,2,1018.2,7.8
REP002344,P1403,Security,Urgent,26/02/2019,2019-02-28,2,497.51,7.2
REP002345,P1446,Heating,Routine,2018-02-19,2018-02-27,8,360.83,8.0
REP002346,P0505,Security,Urgent,2018-10-26,2018-10-30,4,260.51,6.3
REP002347,P0879,Security,Urgent,2025-05-06,2025-05-11,5,475.19,9.2
REP002348,P0487,Plumbing,Routine,2025-01-16,2025-01-22,6,224.31,6.8
REP002349,P1066,Security,Urgent,2023-10-10,2023-10-11,1,498.02,7.6
REP002350,P0074,Electrical,Urgent,2020-03-12,17/03/2020,5,153.91,6.7
REP002351,P0615,Plumbing,Routine,2019-05-11,2019-05-16,5,451.12,6.9
REP002352,P0286,Roofing,Urgent,2020-11-01,2020-11-12,11,474.86,7.3
REP002353,P0388,Security,Routine,2022-06-07,2022-06-11,4,275.41,8.2
REP002354,P0025,Roofing,Routine,2018-12-19,06/01/2019,18,780.66,7.0
REP002355,P1324,Roofing,Routine,,2025-05-26,17,577.84,6.3
REP002356,P0855,Plumbing,Routine,2021-03-15,2021-03-19,4,528.02,9.1
REP002357,P0428,Plumbing,Urgent,2022-10-19,2022-10-24,5,396.63,7.7
REP002358,P0906,Damp & Mould,Urgent,2022-04-25,2022-05-10,15,859.61,3.0
REP002359,P0728,Heating,Routine,2019-12-28,2020-01-08,11,345.82,7.6
REP002360,P0716,Roofing,Routine,2023-04-23,2023-05-15,22,1132.43,6.2
REP002361,P0168,Roofing,Emergency,2024-02-25,09/03/2024,13,909.76,6.3
REP002362,P0205,Electrical,Emergency,04/04/2021,2021-04-05,1,432.59,6.2
REP002363,P1251,Plumbing,Routine,2025-02-01,2025-02-08,7,262.73,9.2
REP002364,P0780,Plumbing,Urgent,28/06/2019,02/07/2019,4,373.59,9.1
REP002365,P0789,Heating,Urgent,2022-02-12,2022-02-14,2,678.94,7.6
REP002366,P0838,Heating,Routine,2025-08-06,15/08/2025,9,327.6,8.3
REP002367,P0274,Heating,Emergency,2020-11-01,2020-11-05,4,742.52,6.5
REP002368,P1264,Heating,Emergency,2023-02-17,2023-02-20,3,677.3,9.2
REP002369,P0025,Damp & Mould,Routine,2021-08-19,2021-09-20,32,408.79,5.0
REP002370,P0828,Damp & Mould,Routine,07/03/2019,2019-03-29,22,973.07,5.0
REP002371,P0100,Plumbing,Urgent,2023-11-08,2023-11-14,6,470.87,9.3
REP002372,P0249,Electrical,Urgent,2018-09-19,2018-09-19,-5,334.15,7.8
REP002373,P0727,Security,Routine,2021-10-03,2021-10-08,5,202.42,7.1
REP002374,P1115,Electrical,Routine,2021-12-16,22/12/2021,6,548.62,9.3
REP002375,P0233,Roofing,Urgent,2021-11-13,20/11/2021,7,993.65,7.2
REP002376,P0459,Security,Urgent,22/09/2022,2022-09-26,4,313.57,8.4
REP002377,P0649,Damp & Mould,Routine,2018-12-19,2019-01-12,24,941.71,1.5
REP002378,P0477,Heating,Emergency,,2020-10-21,7,767.91,8.5
REP002379,P0797,Roofing,Emergency,23/09/2025,2025-09-29,6,1387.18,6.4
REP002380,P1050,Roofing,Routine,2020-04-20,2020-04-28,8,763.59,8.2
REP002381,P0262,Heating,Routine,2021-11-13,2021-11-21,8,338.98,8.9
REP002382,P1356,Electrical,Urgent,2023-02-07,2023-02-08,1,485.35,6.7
REP002383,P0751,Security,Routine,2018-09-07,2018-09-12,5,141.46,8.5
REP002384,P0480,Electrical,Emergency,2024-05-05,2024-05-08,3,814.95,7.7
REP002385,P1423,Heating,Urgent,2024-01-27,2024-01-30,3,831.07,7.4
REP002386,P0045,Roofing,Routine,02/04/2023,2023-04-20,18,327.98,6.2
REP002387,P1416,Security,Routine,2021-03-08,2021-03-11,3,374.61,6.7
REP002388,P1059,Damp & Mould,Urgent,2019-12-09,2019-12-21,12,989.94,3.1
REP002389,P0248,Plumbing,Routine,2018-11-05,08/11/2018,3,425.08,6.9
REP002390,P0580,Plumbing,Routine,2020-01-01,2020-01-14,13,549.98,6.9
REP002391,P0835,Plumbing,Routine,2018-10-05,2018-10-10,5,462.85,6.8
REP002392,P0500,Damp & Mould,Routine,2025-01-20,19/02/2025,30,1483.33,2.8
REP002393,P0649,Plumbing,Routine,2020-02-12,2020-02-21,9,287.24,
REP002394,P0418,Damp & Mould,Emergency,2019-09-17,2019-09-21,4,822.06,6.5
REP002395,P1209,Damp & Mould,Routine,04/12/2024,2024-12-17,13,1104.35,4.9
REP002396,P0899,Electrical,Urgent,2021-02-14,2021-02-17,3,284.66,7.3
REP002397,P0614,Security,Urgent,2025-08-04,2025-08-06,2,268.24,6.5
REP002398,P0219,Roofing,Routine,2019-06-18,2019-06-18,-5,521.13,8.2
REP002399,P0307,Plumbing,Emergency,2022-09-05,2022-09-06,1,418.82,8.7
REP002400,P1259,Security,Urgent,21/12/2021,2021-12-22,1,248.46,7.9
REP002401,P1244,Damp & Mould,Urgent,2025-04-20,2025-04-28,8,1265.18,6.4
REP002402,P0758,Electrical,Routine,2018-08-08,2018-08-12,4,577.4,7.9
REP002403,P1268,Security,Routine,2024-12-15,2024-12-18,3,239.69,7.2
REP002404,P1364,Damp & Mould,Routine,2025-01-20,2025-02-11,22,1165.26,1.4
REP002405,P1125,Roofing,Routine,2018-09-19,2018-10-02,13,1022.31,8.9
REP002406,P0846,Electrical,Emergency,2022-11-09,10/11/2022,1,671.54,6.4
REP002407,P0397,Roofing,Urgent,2018-07-21,2018-08-07,17,530.98,5.1
REP002408,P0879,Electrical,Urgent,,2025-02-16,2,221.18,8.4
REP002409,P0694,Security,Urgent,2019-02-06,2019-02-12,6,293.51,7.1
REP002410,P0042,Electrical,Routine,2021-11-20,2021-11-24,4,462.77,7.7
REP002411,P0721,Electrical,Routine,2022-03-07,2022-03-12,5,433.91,6.0
REP002412,P0997,Plumbing,Emergency,2019-09-14,2019-09-20,6,643.66,8.5
REP002413,P0568,Electrical,Routine,,2025-12-24,1,213.96,8.6
REP002414,P0014,Plumbing,Routine,2019-10-07,2019-10-10,3,226.26,7.1
REP002415,P0288,Damp & Mould,Urgent,2022-01-22,2022-02-11,20,1252.58,5.0
REP002416,P0498,Security,Urgent,22/04/2025,2025-04-26,4,154.47,7.9
REP002417,P1088,Electrical,Urgent,2019-05-17,18/05/2019,1,167.72,7.7
REP002418,P0375,Electrical,Emergency,2024-04-13,15/04/2024,2,454.69,8.9
REP002419,P1369,Plumbing,Routine,2019-10-05,2019-10-17,12,265.46,7.6
REP002420,P0039,Security,Routine,08/02/2018,2018-02-14,6,218.44,6.9
REP002421,P1219,Electrical,Emergency,2023-08-19,22/08/2023,3,304.25,9.4
REP002422,P0651,Heating,Routine,2018-12-05,2018-12-08,3,748.36,7.5
REP002423,P0888,Roofing,Routine,2018-10-26,2018-11-06,11,1006.96,6.9
REP002424,P1354,Electrical,Urgent,2021-12-13,14/12/2021,1,350.64,7.1
REP002425,P1168,Damp & Mould,Routine,2021-01-22,16/02/2021,25,1167.64,5.3
REP002426,P1208,Damp & Mould,Routine,2020-07-15,11/08/2020,27,1186.61,1.9
REP002427,P0061,Damp & Mould,Routine,11/02/2025,01/03/2025,18,983.55,2.9
REP002428,P0865,Damp & Mould,Routine,2019-07-18,2019-07-29,11,1188.22,3.4
REP002429,P0315,Heating,Routine,2023-02-21,2023-03-02,9,329.41,6.7
REP002430,P1267,Roofing,Emergency,2022-05-01,04/05/2022,3,1022.54,9.1
REP002431,P0173,Damp & Mould,Routine,2022-07-12,2022-08-06,25,1079.74,
REP002432,P0711,Electrical,Urgent,05/05/2018,2018-05-06,1,428.09,6.9
REP002433,P0648,Heating,Emergency,2020-01-11,12/01/2020,1,1128.81,9.1
REP002434,P0662,Heating,Routine,2024-01-09,2024-01-17,8,346.52,6.5
REP002435,P1065,Heating,Urgent,2025-02-05,2025-02-06,1,740.47,6.9
REP002436,P1009,Heating,Urgent,12/08/2019,13/08/2019,1,539.85,6.1
REP002437,P1422,Roofing,Routine,2023-08-07,2023-08-20,13,886.9,
REP002438,P1160,Damp & Mould,Routine,2019-12-20,2020-01-21,32,762.32,2.3
REP002439,P0687,Roofing,Urgent,2025-03-03,2025-03-19,16,803.86,7.0
REP002440,P0584,Plumbing,Emergency,28/04/2025,02/05/2025,4,308.46,6.8
REP002441,P1460,Electrical,Routine,2020-11-12,2020-11-15,3,251.74,7.1
REP002442,P1228,Plumbing,Urgent,2025-06-11,2025-06-15,4,394.92,7.2
REP002443,P0062,Security,Urgent,2022-05-08,2022-05-09,1,128.15,9.4
REP002444,P1390,Damp & Mould,Routine,2018-11-08,24/11/2018,16,524.46,3.5
REP002445,P0889,Damp & Mould,Routine,2020-01-14,2020-01-26,12,1425.34,4.5
REP002446,P1407,Electrical,Urgent,2020-04-18,23/04/2020,5,687.23,6.5
REP002447,P1354,Plumbing,Routine,2018-12-09,2018-12-14,5,605.23,8.9
REP002448,P1330,Plumbing,Routine,2019-10-03,2019-10-12,9,195.24,7.1
REP002449,P1307,Damp & Mould,Routine,2018-05-04,2018-05-14,10,1210.96,4.1
REP002450,P1006,Electrical,Emergency,2021-11-24,2021-11-25,1,854.98,8.0
REP002451,P0155,Plumbing,Routine,2025-03-19,2025-03-31,12,628.15,9.4
REP002452,P0532,Plumbing,Urgent,18/04/2018,2018-04-20,2,323.17,
REP002453,P0374,Heating,Routine,13/12/2025,2025-12-16,3,550.68,8.8
REP002454,P0833,Roofing,Routine,2019-09-23,2019-10-09,16,774.71,7.1
REP002455,P1190,Plumbing,Routine,2025-05-06,2025-05-10,4,461.18,9.3
REP002456,P1198,Roofing,Urgent,10/05/2022,2022-05-21,11,1379.74,7.2
REP002457,P0023,Heating,Urgent,2020-02-16,22/02/2020,6,1113.04,6.7
REP002458,P0255,Heating,Emergency,2024-01-11,2024-01-12,1,431.85,6.9
REP002459,P0311,Heating,Urgent,2025-02-13,2025-02-20,7,433.64,6.9
REP002460,P0345,Heating,Routine,15/12/2024,2024-12-27,12,399.95,8.9
REP002461,P0840,Electrical,Routine,09/01/2022,16/01/2022,7,552.0,7.2
REP002462,P0255,Heating,Routine,2020-12-15,2020-12-24,9,344.95,6.0
REP002463,P1247,Heating,Urgent,2023-11-05,2023-11-13,8,768.63,9.0
REP002464,P0650,Damp & Mould,Emergency,2025-09-28,2025-10-04,6,913.45,3.3
